Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2014,26,49,Michigan,"Black or African American, 25 to 34 years",25 to 34,Black,160,126,78.8,106,65.9,21,16.4
2014,26,56,Michigan,"Asian, 25 to 34 years",25 to 34,Asian,65,46,71.6,45,68.9,2,3.8
2014,26,63,Michigan,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,70,56,79.4,50,71.5,6,9.9
2014,27,21,Minnesota,"Total, 25 to 34 years",25 to 34,Total,740,660,89.1,636,85.9,23,3.5
2014,27,42,Minnesota,"White, 25 to 34 years",25 to 34,White,617,559,90.6,543,88,16,2.9
2014,27,49,Minnesota,"Black or African American, 25 to 34 years",25 to 34,Black,53,46,86.4,43,80,3,7.4
2014,27,56,Minnesota,"Asian, 25 to 34 years",25 to 34,Asian,49,37,75.8,35,70.7,3,6.8
2014,27,63,Minnesota,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,40,37,92,33,82.8,4,10
2014,28,21,Mississippi,"Total, 25 to 34 years",25 to 34,Total,353,269,76.3,242,68.4,28,10.2
2014,28,42,Mississippi,"White, 25 to 34 years",25 to 34,White,205,162,79.1,149,72.9,13,7.9
2014,28,49,Mississippi,"Black or African American, 25 to 34 years",25 to 34,Black,130,93,71.3,78,60.2,15,15.7
2014,29,21,Missouri,"Total, 25 to 34 years",25 to 34,Total,761,653,85.7,610,80.1,43,6.6
2014,29,42,Missouri,"White, 25 to 34 years",25 to 34,White,621,538,86.6,514,82.6,25,4.6
2014,29,49,Missouri,"Black or African American, 25 to 34 years",25 to 34,Black,99,82,83.2,68,68.3,15,17.9
2014,30,21,Montana,"Total, 25 to 34 years",25 to 34,Total,131,110,83.9,105,80.1,5,4.5
2014,30,42,Montana,"White, 25 to 34 years",25 to 34,White,116,100,85.8,96,82.3,4,4
2014,31,21,Nebraska,"Total, 25 to 34 years",25 to 34,Total,265,228,86.2,221,83.3,8,3.4
2014,31,42,Nebraska,"White, 25 to 34 years",25 to 34,White,234,204,87.2,199,85,5,2.6
2014,31,63,Nebraska,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,36,30,84,29,80.1,1,4.6
2014,32,21,Nevada,"Total, 25 to 34 years",25 to 34,Total,379,312,82.4,291,76.8,21,6.7
2014,32,42,Nevada,"White, 25 to 34 years",25 to 34,White,275,227,82.7,214,77.9,13,5.9
2014,32,49,Nevada,"Black or African American, 25 to 34 years",25 to 34,Black,34,28,83.9,23,69.4,5,17.3
2014,32,56,Nevada,"Asian, 25 to 34 years",25 to 34,Asian,29,22,75.5,21,72.4,1,4.1
2014,32,63,Nevada,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,124,102,82.9,96,78,6,6
2014,33,21,New Hampshire,"Total, 25 to 34 years",25 to 34,Total,158,135,85.9,130,82.2,6,4.3
2014,33,42,New Hampshire,"White, 25 to 34 years",25 to 34,White,144,126,87.3,120,83.4,6,4.4
2014,34,21,New Jersey,"Total, 25 to 34 years",25 to 34,Total,"1,123",918,81.7,856,76.2,62,6.7
2014,34,42,New Jersey,"White, 25 to 34 years",25 to 34,White,782,653,83.5,614,78.5,39,5.9
2014,34,49,New Jersey,"Black or African American, 25 to 34 years",25 to 34,Black,180,148,82.1,128,71,20,13.6
2014,34,56,New Jersey,"Asian, 25 to 34 years",25 to 34,Asian,116,85,73.5,83,71.8,2,2.3
2014,34,63,New Jersey,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,301,237,78.6,225,74.6,12,5
2014,35,21,New Mexico,"Total, 25 to 34 years",25 to 34,Total,269,197,73.1,178,66.4,18,9.2
2014,35,42,New Mexico,"White, 25 to 34 years",25 to 34,White,207,159,77,148,71.5,11,7.2
2014,35,63,New Mexico,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,123,98,79.2,89,72.1,9,8.9
2014,36,21,New York,"Total, 25 to 34 years",25 to 34,Total,"2,833","2,243",79.2,"2,069",73,174,7.8
2014,36,42,New York,"White, 25 to 34 years",25 to 34,White,"1,935","1,572",81.2,"1,472",76.1,99,6.3
2014,36,49,New York,"Black or African American, 25 to 34 years",25 to 34,Black,517,391,75.7,330,63.9,61,15.5
2014,36,56,New York,"Asian, 25 to 34 years",25 to 34,Asian,294,209,71.2,199,67.9,10,4.6
2014,36,63,New York,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,583,443,76.1,397,68.2,46,10.4
2014,37,21,North Carolina,"Total, 25 to 34 years",25 to 34,Total,"1,227",967,78.8,897,73.1,70,7.2
2014,37,42,North Carolina,"White, 25 to 34 years",25 to 34,White,844,661,78.3,622,73.7,39,5.9
2014,37,49,North Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,277,232,83.9,207,74.8,25,10.8
2014,37,63,North Carolina,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,190,142,74.4,129,67.8,13,8.9
2014,38,21,North Dakota,"Total, 25 to 34 years",25 to 34,Total,116,102,88.4,99,85.8,3,2.9
2014,38,42,North Dakota,"White, 25 to 34 years",25 to 34,White,103,92,90,90,87.9,2,2.3
2014,39,21,Ohio,"Total, 25 to 34 years",25 to 34,Total,"1,460","1,220",83.6,"1,156",79.2,63,5.2
2014,39,42,Ohio,"White, 25 to 34 years",25 to 34,White,"1,218","1,038",85.2,990,81.3,47,4.5
2014,39,49,Ohio,"Black or African American, 25 to 34 years",25 to 34,Black,175,133,76,119,68,14,10.5
2014,39,63,Ohio,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,75,61,81.2,59,78.5,2,3.3
2014,40,21,Oklahoma,"Total, 25 to 34 years",25 to 34,Total,532,422,79.4,402,75.5,21,4.9
2014,40,42,Oklahoma,"White, 25 to 34 years",25 to 34,White,375,304,81.1,292,77.7,13,4.2
2014,40,63,Oklahoma,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,62,48,78.4,46,74.7,2,4.7
2014,41,21,Oregon,"Total, 25 to 34 years",25 to 34,Total,525,434,82.8,407,77.6,27,6.2
2014,41,42,Oregon,"White, 25 to 34 years",25 to 34,White,460,379,82.5,355,77.2,24,6.4
2014,41,56,Oregon,"Asian, 25 to 34 years",25 to 34,Asian,28,25,88.8,24,86,1,3.2
2014,41,63,Oregon,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,78,61,78.5,58,74.8,3,4.7
2014,42,21,Pennsylvania,"Total, 25 to 34 years",25 to 34,Total,"1,622","1,327",81.8,"1,255",77.3,72,5.5
2014,42,42,Pennsylvania,"White, 25 to 34 years",25 to 34,White,"1,279","1,076",84.2,"1,020",79.8,56,5.2
2014,42,49,Pennsylvania,"Black or African American, 25 to 34 years",25 to 34,Black,212,164,77.6,151,71.5,13,7.8
2014,42,56,Pennsylvania,"Asian, 25 to 34 years",25 to 34,Asian,77,48,62.1,47,60.6,1,2.5
2014,42,63,Pennsylvania,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,143,99,69.2,89,62,10,10.4
2014,44,21,Rhode Island,"Total, 25 to 34 years",25 to 34,Total,131,107,82.2,99,75.8,8,7.8
2014,44,42,Rhode Island,"White, 25 to 34 years",25 to 34,White,102,86,84.6,80,78.6,6,7.1
2014,44,49,Rhode Island,"Black or African American, 25 to 34 years",25 to 34,Black,10,7,75.3,6,64.6,1,14.2
2014,44,56,Rhode Island,"Asian, 25 to 34 years",25 to 34,Asian,11,8,72.8,8,71.5,-3,1.8
2014,44,63,Rhode Island,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,20,16,79.6,14,70.9,2,10.9
2014,45,21,South Carolina,"Total, 25 to 34 years",25 to 34,Total,617,487,78.9,451,73,36,7.5
2014,45,42,South Carolina,"White, 25 to 34 years",25 to 34,White,408,329,80.6,310,76,19,5.7
2014,45,49,South Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,182,142,78.1,125,68.8,17,12
2014,45,63,South Carolina,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,56,39,69.5,35,63.5,3,8.7
2014,46,21,South Dakota,"Total, 25 to 34 years",25 to 34,Total,116,104,89.3,101,86.5,3,3.2
2014,46,42,South Dakota,"White, 25 to 34 years",25 to 34,White,101,92,91.5,90,89.3,2,2.4
2014,47,21,Tennessee,"Total, 25 to 34 years",25 to 34,Total,791,620,78.4,572,72.3,48,7.7
2014,47,42,Tennessee,"White, 25 to 34 years",25 to 34,White,618,485,78.5,455,73.6,30,6.3
2014,47,49,Tennessee,"Black or African American, 25 to 34 years",25 to 34,Black,143,114,79.6,98,68.6,16,13.8
2014,47,63,Tennessee,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,79,56,71.5,54,68.3,3,4.6
2014,48,21,Texas,"Total, 25 to 34 years",25 to 34,Total,"3,889","3,120",80.2,"2,959",76.1,161,5.2
2014,48,42,Texas,"White, 25 to 34 years",25 to 34,White,"3,064","2,459",80.2,"2,361",77.1,97,4
2014,48,49,Texas,"Black or African American, 25 to 34 years",25 to 34,Black,467,389,83.3,342,73.2,47,12.1
2014,48,56,Texas,"Asian, 25 to 34 years",25 to 34,Asian,244,176,72.2,169,69.2,7,4.1
2014,48,63,Texas,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,"1,663","1,308",78.6,"1,248",75,60,4.6
2014,49,21,Utah,"Total, 25 to 34 years",25 to 34,Total,462,371,80.4,360,78,11,3.1
2014,49,42,Utah,"White, 25 to 34 years",25 to 34,White,422,341,80.7,331,78.3,10,2.9
2014,49,63,Utah,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,61,49,80.8,47,77.9,2,3.7
2014,50,21,Vermont,"Total, 25 to 34 years",25 to 34,Total,73,63,86,60,82.3,3,4.2
2014,50,42,Vermont,"White, 25 to 34 years",25 to 34,White,69,59,85.7,57,82.2,2,4.2
2014,51,21,Virginia,"Total, 25 to 34 years",25 to 34,Total,"1,135",934,82.3,875,77.1,59,6.3
2014,51,42,Virginia,"White, 25 to 34 years",25 to 34,White,798,664,83.2,624,78.2,39,5.9
2014,51,49,Virginia,"Black or African American, 25 to 34 years",25 to 34,Black,211,173,81.7,157,74.4,16,9
2014,51,56,Virginia,"Asian, 25 to 34 years",25 to 34,Asian,95,72,76,70,73.8,2,3
2014,51,63,Virginia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,121,95,78.8,89,73.4,7,6.9
2014,53,21,Washington,"Total, 25 to 34 years",25 to 34,Total,979,784,80.1,741,75.7,43,5.5
2014,53,42,Washington,"White, 25 to 34 years",25 to 34,White,750,615,82,588,78.4,27,4.5
2014,53,49,Washington,"Black or African American, 25 to 34 years",25 to 34,Black,56,37,65.6,30,53.5,7,18.5
2014,53,56,Washington,"Asian, 25 to 34 years",25 to 34,Asian,79,63,79.7,60,76.6,2,3.9
2014,53,63,Washington,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,121,100,82.7,95,78.7,5,4.8
2014,54,21,West Virginia,"Total, 25 to 34 years",25 to 34,Total,216,160,74.1,146,67.4,14,9
2014,54,42,West Virginia,"White, 25 to 34 years",25 to 34,White,201,149,74.1,136,67.6,13,8.7
2014,55,21,Wisconsin,"Total, 25 to 34 years",25 to 34,Total,772,679,88,640,82.9,39,5.8
2014,55,42,Wisconsin,"White, 25 to 34 years",25 to 34,White,664,590,88.9,563,84.8,27,4.5
2014,55,49,Wisconsin,"Black or African American, 25 to 34 years",25 to 34,Black,55,43,78.4,35,63,8,19.6
2014,55,63,Wisconsin,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,46,42,91.9,39,85.4,3,7
2014,56,21,Wyoming,"Total, 25 to 34 years",25 to 34,Total,83,68,82.2,65,78.6,3,4.4
2014,56,42,Wyoming,"White, 25 to 34 years",25 to 34,White,76,62,82.5,60,78.9,3,4.3
2014,56,63,Wyoming,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,10,8,85.2,8,82,-3,3.8
2013,1,21,Alabama,"Total, 25 to 34 years",25 to 34,Total,575,452,78.6,412,71.7,40,8.7
2013,1,42,Alabama,"White, 25 to 34 years",25 to 34,White,417,334,80.2,311,74.7,23,6.8
2013,1,49,Alabama,"Black or African American, 25 to 34 years",25 to 34,Black,143,109,76.5,94,66,15,13.8
2013,2,21,Alaska,"Total, 25 to 34 years",25 to 34,Total,103,82,80.2,76,74.2,6,7.4
2013,2,42,Alaska,"White, 25 to 34 years",25 to 34,White,72,58,80.4,54,75.1,4,6.6
2013,4,21,Arizona,"Total, 25 to 34 years",25 to 34,Total,869,669,77,620,71.4,48,7.2
2013,4,42,Arizona,"White, 25 to 34 years",25 to 34,White,748,577,77.2,544,72.7,33,5.8
2013,4,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,322,241,74.7,223,69.1,18,7.5
2013,5,21,Arkansas,"Total, 25 to 34 years",25 to 34,Total,372,288,77.2,270,72.5,18,6.1
2013,5,42,Arkansas,"White, 25 to 34 years",25 to 34,White,287,229,79.8,216,75.2,13,5.8
2013,5,49,Arkansas,"Black or African American, 25 to 34 years",25 to 34,Black,54,41,74.7,37,67.6,4,9.6
2013,5,63,Arkansas,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,35,25,72.3,24,68.4,1,5.3
2013,6,21,California,"Total, 25 to 34 years",25 to 34,Total,"5,462","4,367",80,"3,991",73.1,376,8.6
2013,6,42,California,"White, 25 to 34 years",25 to 34,White,"3,929","3,141",79.9,"2,886",73.5,255,8.1
2013,6,49,California,"Black or African American, 25 to 34 years",25 to 34,Black,367,267,72.8,219,59.5,49,18.3
2013,6,56,California,"Asian, 25 to 34 years",25 to 34,Asian,832,679,81.6,639,76.8,40,5.9
2013,6,63,California,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,"2,373","1,872",78.9,"1,700",71.6,172,9.2
2013,8,21,Colorado,"Total, 25 to 34 years",25 to 34,Total,733,619,84.5,579,79.1,40,6.4
2013,8,42,Colorado,"White, 25 to 34 years",25 to 34,White,639,541,84.6,507,79.3,34,6.2
2013,8,49,Colorado,"Black or African American, 25 to 34 years",25 to 34,Black,33,28,83.3,25,74.1,3,11
2013,8,56,Colorado,"Asian, 25 to 34 years",25 to 34,Asian,29,24,82.2,23,81.1,-3,1.4
2013,8,63,Colorado,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,178,144,80.7,132,74.1,12,8.1
2013,9,21,Connecticut,"Total, 25 to 34 years",25 to 34,Total,426,361,84.7,332,78,29,7.9
2013,9,42,Connecticut,"White, 25 to 34 years",25 to 34,White,311,267,86,246,79.1,21,8
2013,9,49,Connecticut,"Black or African American, 25 to 34 years",25 to 34,Black,58,49,84,44,74.8,5,11
2013,9,56,Connecticut,"Asian, 25 to 34 years",25 to 34,Asian,44,34,77.3,33,74.8,1,3.1
2013,9,63,Connecticut,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,78,63,80.9,58,73.9,6,8.7
2013,10,21,Delaware,"Total, 25 to 34 years",25 to 34,Total,111,90,81.1,83,75,7,7.4
2013,10,42,Delaware,"White, 25 to 34 years",25 to 34,White,77,63,81.8,59,76.5,4,6.5
2013,10,49,Delaware,"Black or African American, 25 to 34 years",25 to 34,Black,24,19,80.5,17,71.8,2,10.8
2013,10,56,Delaware,"Asian, 25 to 34 years",25 to 34,Asian,8,6,74.8,6,73.3,-3,2
2013,10,63,Delaware,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,14,10,70.8,9,65.3,1,7.7
2013,11,21,District of Columbia,"Total, 25 to 34 years",25 to 34,Total,148,127,86,118,80,9,7
2013,11,42,District of Columbia,"White, 25 to 34 years",25 to 34,White,88,81,91.1,78,88.4,2,3
2013,11,49,District of Columbia,"Black or African American, 25 to 34 years",25 to 34,Black,47,36,77.6,31,65.6,6,15.5
2013,11,56,District of Columbia,"Asian, 25 to 34 years",25 to 34,Asian,8,7,84.5,7,83.2,-3,1.5
2013,11,63,District of Columbia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,16,13,84,12,78,1,7.1
2013,12,21,Florida,"Total, 25 to 34 years",25 to 34,Total,"2,362","1,874",79.3,"1,729",73.2,145,7.7
2013,12,42,Florida,"White, 25 to 34 years",25 to 34,White,"1,764","1,416",80.3,"1,334",75.6,82,5.8
2013,12,49,Florida,"Black or African American, 25 to 34 years",25 to 34,Black,471,361,76.6,305,64.6,57,15.7
2013,12,56,Florida,"Asian, 25 to 34 years",25 to 34,Asian,69,51,73.4,48,69.2,3,5.8
2013,12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,619,485,78.3,441,71.2,44,9.1
2013,13,21,Georgia,"Total, 25 to 34 years",25 to 34,Total,"1,336","1,063",79.6,965,72.2,99,9.3
2013,13,42,Georgia,"White, 25 to 34 years",25 to 34,White,781,617,79,579,74.1,38,6.2
2013,13,49,Georgia,"Black or African American, 25 to 34 years",25 to 34,Black,459,378,82.3,322,70.2,55,14.6
2013,13,56,Georgia,"Asian, 25 to 34 years",25 to 34,Asian,62,41,66.2,39,63.8,2,3.7
2013,13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,134,105,78.8,99,74.1,6,6.1
2013,15,21,Hawaii,"Total, 25 to 34 years",25 to 34,Total,170,134,78.9,129,75.5,6,4.3
2013,15,42,Hawaii,"White, 25 to 34 years",25 to 34,White,33,27,81.9,27,79.7,1,2.6
2013,15,56,Hawaii,"Asian, 25 to 34 years",25 to 34,Asian,65,52,80.5,51,78.3,1,2.8
2013,15,63,Hawaii,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,19,13,72.4,13,69.9,-3,3.4
2013,16,21,Idaho,"Total, 25 to 34 years",25 to 34,Total,199,161,81.1,149,75.2,12,7.3
2013,16,42,Idaho,"White, 25 to 34 years",25 to 34,White,185,151,81.4,141,75.9,10,6.8
2013,16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,33,27,82.8,25,74.9,3,9.5
2013,17,21,Illinois,"Total, 25 to 34 years",25 to 34,Total,"1,770","1,490",84.2,"1,372",77.5,118,7.9
2013,17,42,Illinois,"White, 25 to 34 years",25 to 34,White,"1,395","1,204",86.3,"1,117",80.1,87,7.2
2013,17,49,Illinois,"Black or African American, 25 to 34 years",25 to 34,Black,243,185,76,158,65,27,14.5
2013,17,56,Illinois,"Asian, 25 to 34 years",25 to 34,Asian,109,82,75.4,81,74,2,1.8
2013,17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,316,255,80.8,231,73.1,25,9.6
2013,18,21,Indiana,"Total, 25 to 34 years",25 to 34,Total,889,729,82,669,75.3,60,8.2
2013,18,42,Indiana,"White, 25 to 34 years",25 to 34,White,755,630,83.4,581,77.1,48,7.6
2013,18,49,Indiana,"Black or African American, 25 to 34 years",25 to 34,Black,79,61,76.6,50,63.5,10,17.1
2013,18,63,Indiana,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,59,48,81.7,46,78.4,2,4.1
2013,19,21,Iowa,"Total, 25 to 34 years",25 to 34,Total,390,344,88.3,330,84.8,14,4.1
2013,19,42,Iowa,"White, 25 to 34 years",25 to 34,White,352,316,89.7,304,86.4,12,3.7
2013,19,63,Iowa,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,28,23,82.2,22,77.4,1,5.9
2013,20,21,Kansas,"Total, 25 to 34 years",25 to 34,Total,393,336,85.4,317,80.6,19,5.7
2013,20,42,Kansas,"White, 25 to 34 years",25 to 34,White,335,289,86.1,273,81.5,16,5.4
2013,20,63,Kansas,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,48,37,76.9,35,72.1,2,6.2
2013,21,21,Kentucky,"Total, 25 to 34 years",25 to 34,Total,559,444,79.5,403,72.2,41,9.2
2013,21,42,Kentucky,"White, 25 to 34 years",25 to 34,White,488,387,79.3,354,72.6,33,8.4
2013,21,49,Kentucky,"Black or African American, 25 to 34 years",25 to 34,Black,43,37,85.6,30,68.3,8,20.2
2013,21,63,Kentucky,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,37,29,78.6,25,67.5,4,14.2
2013,22,21,Louisiana,"Total, 25 to 34 years",25 to 34,Total,585,463,79.2,423,72.3,40,8.7
2013,22,42,Louisiana,"White, 25 to 34 years",25 to 34,White,379,302,79.5,284,74.8,18,5.9
2013,22,49,Louisiana,"Black or African American, 25 to 34 years",25 to 34,Black,189,149,78.8,127,66.9,22,15.1
2013,22,63,Louisiana,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,52,40,77.9,35,68.4,5,12.2
2013,23,21,Maine,"Total, 25 to 34 years",25 to 34,Total,143,118,83,109,76.1,10,8.2
2013,23,42,Maine,"White, 25 to 34 years",25 to 34,White,133,111,83.4,102,76.7,9,8
2013,24,21,Maryland,"Total, 25 to 34 years",25 to 34,Total,808,679,84,640,79.1,39,5.8
2013,24,42,Maryland,"White, 25 to 34 years",25 to 34,White,459,400,87.2,380,82.9,20,5
2013,24,49,Maryland,"Black or African American, 25 to 34 years",25 to 34,Black,231,187,80.7,172,74.4,15,7.8
2013,24,56,Maryland,"Asian, 25 to 34 years",25 to 34,Asian,79,62,78.9,60,76.6,2,2.9
2013,24,63,Maryland,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,120,99,82.7,95,79.3,4,4.2
2013,25,21,Massachusetts,"Total, 25 to 34 years",25 to 34,Total,802,673,83.8,623,77.6,50,7.5
2013,25,42,Massachusetts,"White, 25 to 34 years",25 to 34,White,645,550,85.2,510,79.1,39,7.1
2013,25,49,Massachusetts,"Black or African American, 25 to 34 years",25 to 34,Black,63,45,70.5,42,65.5,3,7.2
2013,25,56,Massachusetts,"Asian, 25 to 34 years",25 to 34,Asian,69,60,86.2,55,79.5,5,7.8
2013,25,63,Massachusetts,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,109,76,69.9,65,59.3,12,15.2
2013,26,21,Michigan,"Total, 25 to 34 years",25 to 34,Total,"1,128",913,80.9,835,74,78,8.6
2013,26,42,Michigan,"White, 25 to 34 years",25 to 34,White,886,734,82.9,687,77.6,47,6.4
2013,26,49,Michigan,"Black or African American, 25 to 34 years",25 to 34,Black,187,140,74.7,113,60.6,26,18.9
2013,26,63,Michigan,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,60,48,78.8,44,72.8,4,7.6
2013,27,21,Minnesota,"Total, 25 to 34 years",25 to 34,Total,727,643,88.4,613,84.3,30,4.7
2013,27,42,Minnesota,"White, 25 to 34 years",25 to 34,White,584,525,89.9,505,86.5,20,3.8
2013,27,49,Minnesota,"Black or African American, 25 to 34 years",25 to 34,Black,54,43,79.7,37,69.1,6,13.3
2013,27,56,Minnesota,"Asian, 25 to 34 years",25 to 34,Asian,68,58,85.1,55,80.6,3,5.4
2013,27,63,Minnesota,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,45,37,81.5,34,75.7,3,7.1
2013,28,21,Mississippi,"Total, 25 to 34 years",25 to 34,Total,366,286,78.3,265,72.4,21,7.5
2013,28,42,Mississippi,"White, 25 to 34 years",25 to 34,White,219,180,82.3,170,77.8,10,5.5
2013,28,49,Mississippi,"Black or African American, 25 to 34 years",25 to 34,Black,133,96,72,86,64.7,10,10.1
2013,29,21,Missouri,"Total, 25 to 34 years",25 to 34,Total,806,664,82.4,625,77.5,39,5.9
2013,29,42,Missouri,"White, 25 to 34 years",25 to 34,White,664,548,82.6,522,78.6,26,4.8
2013,29,49,Missouri,"Black or African American, 25 to 34 years",25 to 34,Black,101,83,81.7,73,72,10,11.9
2013,30,21,Montana,"Total, 25 to 34 years",25 to 34,Total,141,116,81.8,110,78,5,4.7
2013,30,42,Montana,"White, 25 to 34 years",25 to 34,White,125,105,84,102,81.4,3,3.1
2013,31,21,Nebraska,"Total, 25 to 34 years",25 to 34,Total,248,217,87.6,207,83.5,10,4.6
2013,31,42,Nebraska,"White, 25 to 34 years",25 to 34,White,216,193,89.2,186,86.1,7,3.5
2013,31,63,Nebraska,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,30,26,85.3,24,79.1,2,7.3
2013,32,21,Nevada,"Total, 25 to 34 years",25 to 34,Total,372,302,81.2,277,74.5,25,8.3
2013,32,42,Nevada,"White, 25 to 34 years",25 to 34,White,278,226,81.3,208,75.1,17,7.6
2013,32,49,Nevada,"Black or African American, 25 to 34 years",25 to 34,Black,34,29,83.2,25,73.6,3,11.5
2013,32,56,Nevada,"Asian, 25 to 34 years",25 to 34,Asian,25,19,74.3,16,64,3,13.9
2013,32,63,Nevada,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,114,89,78.5,80,70.3,9,10.4
2013,33,21,New Hampshire,"Total, 25 to 34 years",25 to 34,Total,155,132,85.1,126,81.6,6,4.2
2013,33,42,New Hampshire,"White, 25 to 34 years",25 to 34,White,140,121,86.8,116,83.2,5,4.2
2013,33,63,New Hampshire,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,8,7,89.9,6,83.3,1,7.3
2013,34,21,New Jersey,"Total, 25 to 34 years",25 to 34,Total,"1,057",873,82.6,798,75.5,75,8.5
2013,34,42,New Jersey,"White, 25 to 34 years",25 to 34,White,729,624,85.7,580,79.5,45,7.2
2013,34,49,New Jersey,"Black or African American, 25 to 34 years",25 to 34,Black,177,136,76.9,115,64.9,21,15.6
2013,34,56,New Jersey,"Asian, 25 to 34 years",25 to 34,Asian,108,82,75.5,74,68.5,8,9.2
2013,34,63,New Jersey,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,290,240,82.8,224,77.2,16,6.8
2013,35,21,New Mexico,"Total, 25 to 34 years",25 to 34,Total,256,185,72.3,167,65.3,18,9.6
2013,35,42,New Mexico,"White, 25 to 34 years",25 to 34,White,202,147,72.7,136,67.4,11,7.3
2013,35,63,New Mexico,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,120,88,73.2,81,67.4,7,8
2013,36,21,New York,"Total, 25 to 34 years",25 to 34,Total,"2,755","2,215",80.4,"2,056",74.6,159,7.2
2013,36,42,New York,"White, 25 to 34 years",25 to 34,White,"1,890","1,551",82.1,"1,458",77.1,94,6
2013,36,49,New York,"Black or African American, 25 to 34 years",25 to 34,Black,495,386,78,336,67.8,50,13
2013,36,56,New York,"Asian, 25 to 34 years",25 to 34,Asian,310,227,73.2,216,69.6,11,4.9
2013,36,63,New York,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,529,409,77.3,366,69.1,44,10.6
2013,37,21,North Carolina,"Total, 25 to 34 years",25 to 34,Total,"1,217",994,81.6,919,75.5,74,7.5
2013,37,42,North Carolina,"White, 25 to 34 years",25 to 34,White,875,719,82.2,674,77.1,45,6.2
2013,37,49,North Carolina,"Black or African American, 25 to 34 years",25 to 34,Black,243,202,83.2,178,73.3,24,11.9
2013,37,63,North Carolina,"Hispanic or Latino ethnicity, 25 to 34 years",25 to 34,Hispanic,173,131,75.4,121,69.8,10,7.4
2013,38,21,North Dakota,"Total, 25 to 34 years",25 to 34,Total,108,93,86.4,91,84.2,2,2.5
